UniProt1	UniProt2	symbol1	symbol2	evidence type	glioblastoma multiforme
P08758	P25054	ANXA5	APC	exp	1
P20073	P25054	ANXA7	APC	exp	1
P05412	P25440	JUN	BRD2	exp	1
P21741	P25440	MDK	BRD2	exp	1
P10415	P25440	BCL2	BRD2	exp	1
P25445	P27986	FAS	PIK3R1	exp;pred	1
O00329	P27986	PIK3CD	PIK3R1	exp;ortho;pred	1
P21802	P27986	FGFR2	PIK3R1	exp;pred	1
P10721	P27986	KIT	PIK3R1	exp;ortho;pred	1
O14733	P27986	MAP2K7	PIK3R1	exp	1
P06400	P27986	RB1	PIK3R1	exp;pred	1
P11362	P27986	FGFR1	PIK3R1	exp;pred	1
P04629	P27986	NTRK1	PIK3R1	exp;pred	1
O15357	P27986	INPPL1	PIK3R1	exp;pred	1
P21860	P27986	ERBB3	PIK3R1	exp;ortho;pred	1
P09619	P27986	PDGFRB	PIK3R1	exp;ortho;pred	1
O60674	P27986	JAK2	PIK3R1	exp;ortho;pred	1
P09917	P27986	ALOX5	PIK3R1	exp	1
P16410	P27986	CTLA4	PIK3R1	exp;pred	1
P17948	P27986	FLT1	PIK3R1	exp;pred	1
P01112	P27986	HRAS	PIK3R1	exp;ortho;pred	1
P07333	P27986	CSF1R	PIK3R1	exp;ortho;pred	1
P06748	P27986	NPM1	PIK3R1	exp	1
P03372	P27986	ESR1	PIK3R1	exp;pred	1
P19338	P27986	NCL	PIK3R1	exp	1
O43561	P27986	LAT	PIK3R1	exp;ortho;pred	1
P08069	P27986	IGF1R	PIK3R1	exp;pred	1
P25963	P27986	NFKBIA	PIK3R1	exp;pred	1
P12931	P27986	SRC	PIK3R1	exp;pred	1
P04637	P29590	TP53	PML	exp;pred	1
P01100	P29590	FOS	PML	exp;pred	1
P06748	P29590	NPM1	PML	exp;pred	1
O96017	P29590	CHEK2	PML	exp;pred	1
P04629	P29590	NTRK1	PML	exp	1
P08047	P29590	SP1	PML	exp;pred	1
P06400	P29590	RB1	PML	exp;pred	1
P27361	P29590	MAPK3	PML	exp	1
P25445	P29590	FAS	PML	exp;ortho;pred	1
O15350	P29590	TP73	PML	exp;pred	1
O14965	P29590	AURKA	PML	exp;pred	1
P19838	P29590	NFKB1	PML	exp;pred	1
P01116	P29590	KRAS	PML	exp	1
P10415	P29590	BCL2	PML	exp;pred	1
P14618	P29590	PKM	PML	exp	1
P28482	P29590	MAPK1	PML	exp	1
P06493	P29590	CDK1	PML	exp;pred	1
P05412	P29590	JUN	PML	exp;pred	1
P09874	P35226	PARP1	BMI1	exp	1
P0DMV8	P35226	HSPA1A	BMI1	exp	1
P21246	P35226	PTN	BMI1	exp	1
P26599	P35226	PTBP1	BMI1	exp	1
P0DP25	P35226	CALM3	BMI1	exp	1
P19338	P35226	NCL	BMI1	exp	1
P14618	P35226	PKM	BMI1	exp	1
P0DP23	P35226	CALM1	BMI1	exp	1
O60934	P35226	NBN	BMI1	exp	1
P04637	P35226	TP53	BMI1	exp	1
P27797	P36222	CALR	CHI3L1	exp	1
P13591	P39905	NCAM1	GDNF	exp;pred	1
P01111	P42336	NRAS	PIK3CA	exp;pred	1
P09619	P42336	PDGFRB	PIK3CA	exp;pred	1
P42224	P42336	STAT1	PIK3CA	exp	1
P21860	P42336	ERBB3	PIK3CA	exp;pred	1
P03372	P42336	ESR1	PIK3CA	exp;pred	1
P01112	P42336	HRAS	PIK3CA	exp;ortho;pred	1
P07333	P42336	CSF1R	PIK3CA	exp;pred	1
O75888	P42336	TNFSF13	PIK3CA	exp	1
P04629	P42336	NTRK1	PIK3CA	exp;pred	1
P31749	P42336	AKT1	PIK3CA	exp;pred	1
P10721	P42336	KIT	PIK3CA	exp;ortho;pred	1
P01116	P42336	KRAS	PIK3CA	exp;ortho;pred	1
P06396	P42336	GSN	PIK3CA	exp;pred	1
O14920	P42345	IKBKB	MTOR	exp;pred	1
O60934	P42345	NBN	MTOR	exp	1
P04637	P42345	TP53	MTOR	exp;pred	1
O95619	P42345	YEATS4	MTOR	exp	1
P42224	P42345	STAT1	MTOR	exp;pred	1
P34932	P42345	HSPA4	MTOR	exp	1
P40763	P42345	STAT3	MTOR	exp;pred	1
P10644	P42345	PRKAR1A	MTOR	exp	1
P0DMV9	P42345	HSPA1B	MTOR	exp	1
P38398	P42345	BRCA1	MTOR	exp;pred	1
P03372	P42345	ESR1	MTOR	exp	1
P25963	P42345	NFKBIA	MTOR	exp	1
P35613	P42345	BSG	MTOR	exp	1
P31749	P42345	AKT1	MTOR	exp;ortho;pred	1
P21580	P42345	TNFAIP3	MTOR	exp	1
P42773	P45983	CDKN2C	MAPK8	exp;pred	1
P25445	P45983	FAS	MAPK8	exp	1
P40763	P45983	STAT3	MAPK8	exp;pred	1
P27361	P45983	MAPK3	MAPK8	exp;pred	1
P28482	P45983	MAPK1	MAPK8	exp;pred	1
P38936	P45983	CDKN1A	MAPK8	exp;pred	1
P31749	P45983	AKT1	MAPK8	exp;pred	1
P37231	P45983	PPARG	MAPK8	exp	1
P01112	P45983	HRAS	MAPK8	exp;pred	1
P06400	P45983	RB1	MAPK8	exp;pred	1
O14733	P45983	MAP2K7	MAPK8	exp;pred	1
O15350	P45983	TP73	MAPK8	exp;ortho;pred	1
P20073	P45983	ANXA7	MAPK8	exp	1
P17275	P45983	JUNB	MAPK8	exp;pred	1
O14763	P45983	TNFRSF10B	MAPK8	exp	1
P05067	P45983	APP	MAPK8	exp;pred	1
P09211	P45983	GSTP1	MAPK8	exp;pred	1
P42574	P45983	CASP3	MAPK8	exp;pred	1
P08047	P45983	SP1	MAPK8	exp;pred	1
O43521	P45983	BCL2L11	MAPK8	exp;ortho;pred	1
P17535	P45983	JUND	MAPK8	exp;pred	1
P19419	P45983	ELK1	MAPK8	exp;pred	1
P31751	P45983	AKT2	MAPK8	exp;pred	1
P10415	P45983	BCL2	MAPK8	exp;pred	1
P05412	P45983	JUN	MAPK8	exp;ortho;pred	1
P29353	P45983	SHC1	MAPK8	exp;pred	1
P04637	P45983	TP53	MAPK8	exp;ortho;pred	1
O00418	P45983	EEF2K	MAPK8	exp	1
O60346	P45983	PHLPP1	MAPK8	exp	1
P04049	P45983	RAF1	MAPK8	exp;pred	1
P12004	P46100	PCNA	ATRX	exp	1
P04637	P46100	TP53	ATRX	exp;pred	1
O14965	P46100	AURKA	ATRX	exp	1
O60934	P46100	NBN	ATRX	exp	1
P0DP23	P46100	CALM1	ATRX	exp	1
P21246	P46100	PTN	ATRX	exp	1
P05067	P46531	APP	NOTCH1	exp;pred	1
P09874	P46531	PARP1	NOTCH1	exp;pred	1
P31749	P46531	AKT1	NOTCH1	exp;pred	1
O14920	P46531	IKBKB	NOTCH1	exp;pred	1
P11279	P46531	LAMP1	NOTCH1	exp	1
P22670	P46531	RFX1	NOTCH1	exp	1
P28482	P46531	MAPK1	NOTCH1	exp;pred	1
P19838	P46531	NFKB1	NOTCH1	exp;pred	1
P26599	P46531	PTBP1	NOTCH1	exp	1
P06400	P46531	RB1	NOTCH1	exp;pred	1
P35610	P48735	SOAT1	IDH2	exp	1
P04629	P48735	NTRK1	IDH2	exp	1
P08758	P48735	ANXA5	IDH2	exp	1
P05412	P48735	JUN	IDH2	exp	1
P21580	P50591	TNFAIP3	TNFSF10	exp	1
O14543	P50591	SOCS3	TNFSF10	exp	1
P42574	P50591	CASP3	TNFSF10	exp;pred	1
O15519	P50591	CFLAR	TNFSF10	exp;pred	1
O00220	P50591	TNFRSF10A	TNFSF10	exp;pred	1
O14763	P50591	TNFRSF10B	TNFSF10	exp;pred	1
P01562	P60568	IFNA1;IFNA13	IL2	exp	1
P29353	P60568	SHC1	IL2	exp	1
P01100	P60568	FOS	IL2	exp;pred	1
P05412	P60568	JUN	IL2	exp;pred	1
P17275	P60568	JUNB	IL2	exp;pred	1
O76050	P78504	NEURL1	JAG1	exp	1
P15529	P78504	CD46	JAG1	exp	1
P27797	P78504	CALR	JAG1	exp	1
P07996	P78504	THBS1	JAG1	exp	1
P48431	P78504	SOX2	JAG1	exp;ortho	1
P35638	Q00534	DDIT3	CDK6	exp	1
P19419	Q00534	ELK1	CDK6	exp	1
P42772	Q00534	CDKN2B	CDK6	exp;pred	1
P50613	Q00534	CDK7	CDK6	exp;pred	1
P20248	Q00534	CCNA2	CDK6	exp;pred	1
P37275	Q00534	ZEB1	CDK6	exp	1
P04629	Q00534	NTRK1	CDK6	exp	1
P24385	Q00534	CCND1	CDK6	exp;ortho;pred	1
P12004	Q00534	PCNA	CDK6	exp;pred	1
P07900	Q00534	HSP90AA1	CDK6	exp;pred	1
P42773	Q00534	CDKN2C	CDK6	exp;pred	1
P38936	Q00534	CDKN1A	CDK6	exp;ortho;pred	1
P46527	Q00534	CDKN1B	CDK6	exp;ortho;pred	1
P11802	Q00534	CDK4	CDK6	exp;pred	1
P30281	Q00534	CCND3	CDK6	exp;ortho;pred	1
P06400	Q00534	RB1	CDK6	exp;ortho;pred	1
P24385	Q01196	CCND1	RUNX1	exp	1
P26358	Q01196	DNMT1	RUNX1	exp;pred	1
P30281	Q01196	CCND3	RUNX1	exp;pred	1
P04637	Q01196	TP53	RUNX1	exp;pred	1
P48431	Q01196	SOX2	RUNX1	exp	1
P01579	Q01196	IFNG	RUNX1	exp	1
P46937	Q01196	YAP1	RUNX1	exp;pred	1
P08047	Q01196	SP1	RUNX1	exp;pred	1
P06493	Q01196	CDK1	RUNX1	exp	1
P17676	Q01196	CEBPB	RUNX1	exp;pred	1
P05412	Q01196	JUN	RUNX1	exp;pred	1
P01100	Q01196	FOS	RUNX1	exp;pred	1
Q03405	Q04721	PLAUR	NOTCH2	exp;pred	1
P60953	Q04721	CDC42	NOTCH2	exp	1
P49841	Q04721	GSK3B	NOTCH2	exp;pred	1
P05067	Q05397	APP	PTK2	exp;pred	1
P31749	Q05397	AKT1	PTK2	exp;pred	1
P26358	Q05397	DNMT1	PTK2	exp	1
P29317	Q05397	EPHA2	PTK2	exp;pred	1
P04637	Q05397	TP53	PTK2	exp;pred	1
P14618	Q05397	PKM	PTK2	exp	1
P21860	Q05397	ERBB3	PTK2	exp;pred	1
P63000	Q05397	RAC1	PTK2	exp	1
P09874	Q05397	PARP1	PTK2	exp;pred	1
P42224	Q05397	STAT1	PTK2	exp;pred	1
Q00987	Q05397	MDM2	PTK2	exp;pred	1
P60484	Q05397	PTEN	PTK2	exp;pred	1
P09619	Q05397	PDGFRB	PTK2	exp;pred	1
P08069	Q05397	IGF1R	PTK2	exp;pred	1
O14543	Q05397	SOCS3	PTK2	exp;pred	1
P06396	Q05397	GSN	PTK2	exp	1
P50570	Q05397	DNM2	PTK2	exp;ortho;pred	1
P43146	Q05397	DCC	PTK2	exp;ortho;pred	1
P40763	Q05397	STAT3	PTK2	exp;pred	1
P29353	Q05397	SHC1	PTK2	exp;ortho;pred	1
P51681	Q05397	CCR5	PTK2	exp;pred	1
P04629	Q05397	NTRK1	PTK2	exp;pred	1
P46108	Q05397	CRK	PTK2	exp;pred	1
P29323	Q05397	EPHB2	PTK2	exp;ortho;pred	1
P08670	Q05397	VIM	PTK2	exp	1
P07900	Q05397	HSP90AA1	PTK2	exp;pred	1
P06756	Q05397	ITGAV	PTK2	exp;pred	1
O14745	Q05397	SLC9A3R1	PTK2	exp;pred	1
P49841	Q05397	GSK3B	PTK2	exp;pred	1
P12931	Q05397	SRC	PTK2	exp;ortho;pred	1
O60674	Q05397	JAK2	PTK2	exp;pred	1
P04406	Q05397	GAPDH	PTK2	exp	1
P17948	Q05397	FLT1	PTK2	exp;pred	1
P61073	Q05397	CXCR4	PTK2	exp;pred	1
P56945	Q05397	BCAR1	PTK2	exp;ortho;pred	1
P16144	Q05397	ITGB4	PTK2	exp;pred	1
Q13526	Q13761	PIN1	RUNX3	exp	1
P24385	Q13761	CCND1	RUNX3	exp	1
Q00987	Q13761	MDM2	RUNX3	exp	1
P12931	Q13761	SRC	RUNX3	exp;pred	1
P46937	Q13761	YAP1	RUNX3	exp	1
P27797	Q15022	CALR	SUZ12	exp	1
Q14978	Q15022	NOLC1	SUZ12	exp	1
P03372	Q15022	ESR1	SUZ12	exp	1
P0DMV8	Q15022	HSPA1A	SUZ12	exp	1
P60484	Q15022	PTEN	SUZ12	exp	1
P04198	Q15022	MYCN	SUZ12	exp	1
P26358	Q15022	DNMT1	SUZ12	exp;ortho;pred	1
Q06830	Q15022	PRDX1	SUZ12	exp	1
P31269	Q15022	HOXA9	SUZ12	exp	1
P40763	Q15022	STAT3	SUZ12	exp	1
P26599	Q15022	PTBP1	SUZ12	exp	1
P00747	Q15022	PLG	SUZ12	exp	1
P01137	Q15022	TGFB1	SUZ12	exp	1
P19338	Q15022	NCL	SUZ12	exp	1
P46527	Q15022	CDKN1B	SUZ12	exp	1
P16220	Q15022	CREB1	SUZ12	exp	1
P14618	Q15022	PKM	SUZ12	exp	1
Q07666	Q15022	KHDRBS1	SUZ12	exp	1
Q01860	Q15022	POU5F1	SUZ12	exp	1
Q00987	Q15022	MDM2	SUZ12	exp	1
P38398	Q15022	BRCA1	SUZ12	exp;ortho	1
P12931	Q16665	SRC	HIF1A	exp;pred	1
P29353	Q16665	SHC1	HIF1A	exp;pred	1
Q00987	Q16665	MDM2	HIF1A	exp;ortho;pred	1
P63165	Q16665	SUMO1	HIF1A	exp;ortho;pred	1
P46937	Q16665	YAP1	HIF1A	exp	1
P28482	Q16665	MAPK1	HIF1A	exp;pred	1
Q14764	Q16665	MVP	HIF1A	exp	1
P14618	Q16665	PKM	HIF1A	exp	1
P40763	Q16665	STAT3	HIF1A	exp;ortho;pred	1
P06400	Q16665	RB1	HIF1A	exp;pred	1
Q13315	Q16665	ATM	HIF1A	exp;pred	1
P10415	Q16665	BCL2	HIF1A	exp;pred	1
P03372	Q16665	ESR1	HIF1A	exp;pred	1
P09874	Q16665	PARP1	HIF1A	exp;pred	1
P68400	Q16665	CSNK2A1	HIF1A	exp;pred	1
P07900	Q16665	HSP90AA1	HIF1A	exp;ortho;pred	1
O14920	Q16665	IKBKB	HIF1A	exp;pred	1
P51398	Q16665	DAP3	HIF1A	exp	1
P48681	Q16665	NES	HIF1A	exp	1
P05412	Q16665	JUN	HIF1A	exp;pred	1
P38398	Q16665	BRCA1	HIF1A	exp;pred	1
P34932	Q16665	HSPA4	HIF1A	exp;pred	1
P27361	Q16665	MAPK3	HIF1A	exp;pred	1
P04637	Q16665	TP53	HIF1A	exp;pred	1
P08047	Q16665	SP1	HIF1A	exp;pred	1
P53350	Q8N3U4	PLK1	STAG2	exp;pred	1
P04629	Q8N3U4	NTRK1	STAG2	exp	1
P08758	Q92597	ANXA5	NDRG1	exp	1
P04271	Q92597	S100B	NDRG1	exp	1
P21860	Q92597	ERBB3	NDRG1	exp	1
P40692	Q92597	MLH1	NDRG1	exp	1
O43521	Q92597	BCL2L11	NDRG1	exp	1
P19338	Q92597	NCL	NDRG1	exp	1
Q15910	Q92597	EZH2	NDRG1	exp	1
P14618	Q92597	PKM	NDRG1	exp	1
P34932	Q92597	HSPA4	NDRG1	exp	1
P07900	Q92597	HSP90AA1	NDRG1	exp;pred	1
P11021	Q92597	HSPA5	NDRG1	exp	1
P04198	Q92597	MYCN	NDRG1	exp;pred	1
P19367	Q9UGI8	HK1	TES	exp	1
O14543	Q9UGI8	SOCS3	TES	exp	1
P08670	Q9UGI8	VIM	TES	exp	1
P50570	Q9UGI8	DNM2	TES	exp	1
Q15042	Q9UGI8	RAB3GAP1	TES	exp	1
Q14978	Q9UGI8	NOLC1	TES	exp	1
P06493	Q9UGI8	CDK1	TES	exp	1
P42224	Q9UGI8	STAT1	TES	exp	1
Q01650	Q9UGI8	SLC7A5	TES	exp	1
P08195	Q9UGI8	SLC3A2	TES	exp	1
P52789	Q9UGI8	HK2	TES	exp	1
P05067	Q9UGI8	APP	TES	exp	1
Q13509	Q9UGI8	TUBB3	TES	exp	1
P78527	Q9UGI8	PRKDC	TES	exp	1
Q93008	Q9UGI8	USP9X	TES	exp	1
O95433	Q9UGI8	AHSA1	TES	exp	1
P43246	Q9UGI8	MSH2	TES	exp	1
P09038	Q9UGI8	FGF2	TES	exp	1
P05412	Q9UGI8	JUN	TES	exp	1
P40763	Q9UGI8	STAT3	TES	exp	1
P24666	Q9UGI8	ACP1	TES	exp	1
P04792	Q9UGI8	HSPB1	TES	exp	1
P05362	Q9UGI8	ICAM1	TES	exp	1
O60232	Q9UGI8	SSSCA1	TES	exp	1
P29317	Q9UGI8	EPHA2	TES	exp	1
P08842	Q9Y219	STS	JAG2	exp	1
P31749	Q9Y243	AKT1	AKT3	exp;pred	1
O60346	Q9Y243	PHLPP1	AKT3	exp;pred	1
P20248	Q9Y243	CCNA2	AKT3	exp	1
P14618	Q9Y243	PKM	AKT3	exp	1
P07900	Q9Y243	HSP90AA1	AKT3	exp;pred	1
Q05513	Q9Y243	PRKCZ	AKT3	exp;pred	1
P49841	Q9Y243	GSK3B	AKT3	exp;pred	1
P42574	Q9Y243	CASP3	AKT3	exp;pred	1
P04637	Q9Y5J3	TP53	HEY1	exp	1
P11021	Q9Y5J3	HSPA5	HEY1	exp	1
P0DMV8	Q9Y5J3	HSPA1A	HEY1	exp	1
Q00987	Q9Y5J3	MDM2	HEY1	exp	1
Q14978	Q9Y5J3	NOLC1	HEY1	exp	1
P68400	Q9Y5J3	CSNK2A1	HEY1	exp	1
P08670	Q9Y5J3	VIM	HEY1	exp	1
Q9BZL6	Q9Y5J3	PRKD2	HEY1	exp	1
Q13509	Q9Y5J3	TUBB3	HEY1	exp	1
